match_id,team,player,position,fpl_position,starter,minutes
M0009,Aston Villa,Emiliano Martínez Romero,GK,GK,True,90
M0009,Aston Villa,Marco Bizot,GK,GK,False,0
M0009,Aston Villa,Lucas Digne,RB,DEF,False,0
M0009,Aston Villa,Ezri Konsa Ngoyo,CB,DEF,False,0
M0009,Aston Villa,Matty Cash,CB,DEF,True,90
M0009,Aston Villa,Tyrone Mings,LB,DEF,True,90
M0009,Aston Villa,Pau Torres,CB,DEF,False,0
M0009,Aston Villa,Ian Maatsen,RB,DEF,True,90
M0009,Aston Villa,Victor Lindelöf,LB,DEF,False,0
M0009,Aston Villa,Andrés García,RB,DEF,False,0
M0009,Aston Villa,Kosta Nedeljkovic,CB,DEF,True,90
M0009,Aston Villa,Lamare Bogarde,DM,MID,True,90
M0009,Aston Villa,Emiliano Buendía Stati,CM,MID,False,0
M0009,Aston Villa,Evann Guessand,AM,MID,False,0
M0009,Aston Villa,Leon Bailey,RW,MID,False,0
M0009,Aston Villa,John McGinn,LW,MID,False,0
M0009,Aston Villa,Ross Barkley,CM,MID,False,0
M0009,Aston Villa,Boubacar Kamara,AM,MID,True,90
M0009,Aston Villa,Amadou Onana,DM,MID,False,0
M0009,Aston Villa,Samuel Iling-Junior,DM,MID,False,0
M0009,Aston Villa,Bradley Burrowes,CM,MID,False,0
M0009,Aston Villa,George Hemmings,AM,MID,True,90
M0009,Aston Villa,Alysson Edward Franco da Rocha dos Santos,RW,MID,False,0
M0009,Aston Villa,Johan Manzambi,LW,MID,True,90
M0009,Aston Villa,Joao Gomes,CM,MID,False,0
M0009,Aston Villa,Alejandro Garnacho Ferreyra,AM,MID,True,90
M0009,Aston Villa,Ollie Watkins,ST,FWD,False,0
M0009,Aston Villa,Tammy Abraham,RW,FWD,True,90
M0009,Nott'm Forest,Matz Sels,GK,GK,True,90
M0009,Nott'm Forest,John Victor Maciel Furtado,GK,GK,False,0
M0009,Nott'm Forest,Neco Williams,RB,DEF,False,0
M0009,Nott'm Forest,Felipe Rodrigues da Silva,CB,DEF,True,90
M0009,Nott'm Forest,Nikola Milenković,CB,DEF,False,0
M0009,Nott'm Forest,Murillo Costa dos Santos,LB,DEF,False,0
M0009,Nott'm Forest,Ola Aina,CB,DEF,True,90
M0009,Nott'm Forest,Jair Paula da Cunha Filho,RB,DEF,False,0
M0009,Nott'm Forest,Nicolò Savona,LB,DEF,True,90
M0009,Nott'm Forest,Omar Richards,RB,DEF,False,0
M0009,Nott'm Forest,Zach Abbott,CB,DEF,True,90
M0009,Nott'm Forest,Luca Netz,CB,DEF,False,0
M0009,Nott'm Forest,Tyler Bindon,LB,DEF,False,0
M0009,Nott'm Forest,Morgan Gibbs-White,DM,MID,False,0
M0009,Nott'm Forest,Callum Hudson-Odoi,CM,MID,True,90
M0009,Nott'm Forest,Dan Ndoye,AM,MID,False,0
M0009,Nott'm Forest,Omari Hutchinson,RW,MID,True,90
M0009,Nott'm Forest,Dilane Bakwa,LW,MID,True,90
M0009,Nott'm Forest,James McAtee,CM,MID,False,0
M0009,Nott'm Forest,Nicolás Domínguez,AM,MID,True,90
M0009,Nott'm Forest,Ibrahim Sangaré,DM,MID,False,0
M0009,Nott'm Forest,Ryan Yates,DM,MID,False,0
M0009,Nott'm Forest,Xaver Schlager,CM,MID,True,90
M0009,Nott'm Forest,Chris Wood,ST,FWD,False,0
M0009,Nott'm Forest,Igor Jesus Maciel da Cruz,RW,FWD,False,0
M0009,Nott'm Forest,Taiwo Awoniyi,LW,FWD,False,0
M0009,Nott'm Forest,Arnaud Kalimuendo,ST,FWD,True,90
M0010,Coventry City,Oliver Dovin,GK,GK,False,0
M0010,Coventry City,Ben Wilson,GK,GK,True,90
M0010,Coventry City,Bobby Thomas,RB,DEF,True,90
M0010,Coventry City,Liam Kitching,CB,DEF,True,90
M0010,Coventry City,Milan van Ewijk,CB,DEF,False,0
M0010,Coventry City,Jay Dasilva,LB,DEF,False,0
M0010,Coventry City,Kaine Kesler-Hayden,CB,DEF,False,0
M0010,Coventry City,Jake Bidwell,RB,DEF,True,90
M0010,Coventry City,Joel Latibeaudiere,LB,DEF,False,0
M0010,Coventry City,Luke Woolfenden,RB,DEF,True,90
M0010,Coventry City,Miguel Brau,CB,DEF,False,0
M0010,Coventry City,Aurèle Amenda,CB,DEF,False,0
M0010,Coventry City,Frank Onyeka,DM,MID,False,0
M0010,Coventry City,Jack Rudoni,CM,MID,True,90
M0010,Coventry City,Matt Grimes,AM,MID,False,0
M0010,Coventry City,Tatsuhiro Sakamoto,RW,MID,True,90
M0010,Coventry City,Ephron Mason-Clark,LW,MID,False,0
M0010,Coventry City,Josh Eccles,CM,MID,True,90
M0010,Coventry City,Victor Torp,AM,MID,False,0
M0010,Coventry City,George Shepherd,DM,MID,False,0
M0010,Coventry City,Loum Tchaouna,DM,MID,False,0
M0010,Coventry City,Raphael Borges Rodrigues,CM,MID,True,90
M0010,Coventry City,Kaine Andrews,AM,MID,True,90
M0010,Coventry City,Haji Wright,ST,FWD,False,0
M0010,Coventry City,Brandon Thomas-Asante,RW,FWD,False,0
M0010,Coventry City,Ellis Simms,LW,FWD,True,90
M0010,Coventry City,Jahnoah Markelo,ST,FWD,False,0
M0010,Coventry City,Norman Bassette,ST,FWD,False,0
M0010,Everton,Jordan Pickford,GK,GK,False,0
M0010,Everton,Mark Travers,GK,GK,False,0
M0010,Everton,Tom King,GK,GK,True,90
M0010,Everton,James Tarkowski,RB,DEF,True,90
M0010,Everton,Jarrad Branthwaite,CB,DEF,False,0
M0010,Everton,Michael Keane,CB,DEF,True,90
M0010,Everton,Jake O'Brien,LB,DEF,False,0
M0010,Everton,Vitalii Mykolenko,CB,DEF,False,0
M0010,Everton,Nathan Patterson,RB,DEF,True,90
M0010,Everton,Adam Aznou,LB,DEF,True,90
M0010,Everton,Kiernan Dewsbury-Hall,DM,MID,False,0
M0010,Everton,Iliman Ndiaye,CM,MID,True,90
M0010,Everton,James Garner,AM,MID,True,90
M0010,Everton,Tim Iroegbunam,RW,MID,False,0
M0010,Everton,Dwight McNeil,LW,MID,False,0
M0010,Everton,Tyrique George,CM,MID,True,90
M0010,Everton,Carlos Alcaraz Durán,AM,MID,True,90
M0010,Everton,Harrison Armstrong,DM,MID,False,0
M0010,Everton,Tyler Dibling,DM,MID,False,0
M0010,Everton,Merlin Röhl,CM,MID,True,90
M0010,Everton,Hayden Hackney,AM,MID,False,0
M0010,Everton,Norberto Bercique Gomes Betuncal,ST,FWD,False,0
M0010,Everton,Thierno Barry,RW,FWD,True,90
M0011,Spurs,Guglielmo Vicario,GK,GK,False,0
M0011,Spurs,Brandon Austin,GK,GK,False,0
M0011,Spurs,Antonín Kinský,GK,GK,False,0
M0011,Spurs,Martin Dubravka,GK,GK,True,90
M0011,Spurs,Jan Paul van Hecke,RB,DEF,False,0
M0011,Spurs,Marcos Senesi Barón,CB,DEF,False,0
M0011,Spurs,Pedro Porro Sauceda,CB,DEF,False,0
M0011,Spurs,Cristian Romero,LB,DEF,True,90
M0011,Spurs,Kevin Danso,CB,DEF,False,0
M0011,Spurs,Andrew Robertson,RB,DEF,False,0
M0011,Spurs,Micky van de Ven,LB,DEF,False,0
M0011,Spurs,Djed Spence,RB,DEF,False,0
M0011,Spurs,Destiny Udogie,CB,DEF,True,90
M0011,Spurs,Ashley Phillips,CB,DEF,False,0
M0011,Spurs,Ben Davies,LB,DEF,False,0
M0011,Spurs,Jun'ai Byfield,CB,DEF,False,0
M0011,Spurs,James Rowswell,RB,DEF,True,90
M0011,Spurs,João Victor de Souza Menezes,LB,DEF,True,90
M0011,Spurs,Sandro Tonali,DM,MID,False,0
M0011,Spurs,Mohammed Kudus,CM,MID,False,0
M0011,Spurs,Xavi Simons,AM,MID,True,90
M0011,Spurs,Mathys Tel,RW,MID,True,90
M0011,Spurs,James Maddison,LW,MID,True,90
M0011,Spurs,Rodrigo Bentancur,CM,MID,False,0
M0011,Spurs,Wilson Odobert,AM,MID,True,90
M0011,Spurs,Pape Matar Sarr,DM,MID,False,0
M0011,Spurs,Conor Gallagher,DM,MID,False,0
M0011,Spurs,Lucas Bergvall,CM,MID,True,90
M0011,Spurs,Dejan Kulusevski,AM,MID,False,0
M0011,Spurs,Archie Gray,RW,MID,False,0
M0011,Spurs,Mikey Moore,LW,MID,False,0
M0011,Spurs,Callum Olusesi,CM,MID,False,0
M0011,Spurs,Mateus Fernandes,AM,MID,False,0
M0011,Spurs,Dominic Solanke-Mitchell,ST,FWD,False,0
M0011,Spurs,Richarlison de Andrade,RW,FWD,False,0
M0011,Spurs,Dane Scarlett,LW,FWD,True,90
M0011,Fulham,Bernd Leno,GK,GK,True,90
M0011,Fulham,Benjamin Lecomte,GK,GK,False,0
M0011,Fulham,Alfie McNally,GK,GK,False,0
M0011,Fulham,Joachim Andersen,RB,DEF,False,0
M0011,Fulham,Antonee Robinson,CB,DEF,False,0
M0011,Fulham,Jorge Cuenca Barreno,CB,DEF,True,90
M0011,Fulham,Kenny Tete,LB,DEF,True,90
M0011,Fulham,Calvin Bassey,CB,DEF,True,90
M0011,Fulham,Timothy Castagne,RB,DEF,True,90
M0011,Fulham,Ryan Sessegnon,LB,DEF,False,0
M0011,Fulham,Alex Iwobi,DM,MID,False,0
M0011,Fulham,Emile Smith Rowe,CM,MID,True,90
M0011,Fulham,Kevin Santos Lopes de Macedo,AM,MID,True,90
M0011,Fulham,Oscar Bobb,RW,MID,False,0
M0011,Fulham,Sander Berge,LW,MID,False,0
M0011,Fulham,Tom Cairney,CM,MID,True,90
M0011,Fulham,Saša Lukić,AM,MID,False,0
M0011,Fulham,Josh King,DM,MID,True,90
M0011,Fulham,Harrison Reed,DM,MID,True,90
M0011,Fulham,Rodrigo Muniz Carvalho,ST,FWD,True,90
M0011,Fulham,Jonah Kusi-Asare,RW,FWD,False,0
M0012,Bournemouth,Đorđe Petrović,GK,GK,True,90
M0012,Bournemouth,Fraser Forster,GK,GK,False,0
M0012,Bournemouth,Will Dennis,GK,GK,False,0
M0012,Bournemouth,James Hill,RB,DEF,True,90
M0012,Bournemouth,Adrien Truffert,CB,DEF,True,90
M0012,Bournemouth,Bafodé Diakité,CB,DEF,False,0
M0012,Bournemouth,Veljko Milosavljevic,LB,DEF,False,0
M0012,Bournemouth,Adam Smith,CB,DEF,False,0
M0012,Bournemouth,Julián Araujo Zúñiga,RB,DEF,True,90
M0012,Bournemouth,Julio Soler Barreto,LB,DEF,True,90
M0012,Bournemouth,Rayan Vitor Simplício Rocha,DM,MID,False,0
M0012,Bournemouth,Marcus Tavernier,CM,MID,False,0
M0012,Bournemouth,Alex Scott,AM,MID,False,0
M0012,Bournemouth,Justin Kluivert,RW,MID,False,0
M0012,Bournemouth,Lewis Cook,LW,MID,False,0
M0012,Bournemouth,Ben Gannon-Doak,CM,MID,True,90
M0012,Bournemouth,Tyler Adams,AM,MID,True,90
M0012,Bournemouth,David Brooks,DM,MID,True,90
M0012,Bournemouth,Ryan Christie,DM,MID,True,90
M0012,Bournemouth,Alex Tóth,CM,MID,False,0
M0012,Bournemouth,Amine Adli,AM,MID,False,0
M0012,Bournemouth,Junior Kroupi,RW,MID,True,90
M0012,Bournemouth,Francisco Evanilson de Lima Barbosa,ST,FWD,False,0
M0012,Bournemouth,Enes Ünal,RW,FWD,False,0
M0012,Bournemouth,Álvaro Rodríguez,LW,FWD,True,90
M0012,Brighton,Bart Verbruggen,GK,GK,True,90
M0012,Brighton,Carl Rushworth,GK,GK,False,0
M0012,Brighton,Jason Steele,GK,GK,False,0
M0012,Brighton,Ferdi Kadıoğlu,RB,DEF,True,90
M0012,Brighton,Olivier Boscagli,CB,DEF,True,90
M0012,Brighton,Maxim De Cuyper,CB,DEF,True,90
M0012,Brighton,Lewis Dunk,LB,DEF,False,0
M0012,Brighton,Diego Coppola,CB,DEF,False,0
M0012,Brighton,Igor Julio dos Santos de Paulo,RB,DEF,False,0
M0012,Brighton,João Pedro Loureiro da Costa,LB,DEF,False,0
M0012,Brighton,Michael Svoboda,RB,DEF,False,0
M0012,Brighton,Mats Wieffer,CB,DEF,False,0
M0012,Brighton,Pascal Struijk,CB,DEF,False,0
M0012,Brighton,Luka Vušković,LB,DEF,True,90
M0012,Brighton,Mitoma Kaoru,DM,MID,False,0
M0012,Brighton,Yankuba Minteh,CM,MID,False,0
M0012,Brighton,Jack Hinshelwood,AM,MID,True,90
M0012,Brighton,Pascal Groß,RW,MID,False,0
M0012,Brighton,Matt O'Riley,LW,MID,False,0
M0012,Brighton,Diego Gómez Amarilla,CM,MID,False,0
M0012,Brighton,Facundo Buonanotte,AM,MID,True,90
M0012,Brighton,Yasin Ayari,DM,MID,False,0
M0012,Brighton,Carlos Baleba,DM,MID,True,90
M0012,Brighton,Harry Howell,CM,MID,True,90
M0012,Brighton,Tom Watson,AM,MID,False,0
M0012,Brighton,Nehemiah Oriola,RW,MID,False,0
M0012,Brighton,Zadok Yohanna,LW,MID,True,90
M0012,Brighton,Georginio Rutter,ST,FWD,False,0
M0012,Brighton,Danny Welbeck,RW,FWD,False,0
M0012,Brighton,Stefanos Tzimas,LW,FWD,False,0
M0012,Brighton,Charalampos Kostoulas,ST,FWD,True,90
M0012,Brighton,Evan Ferguson,ST,FWD,False,0
M0013,Everton,Jordan Pickford,GK,GK,False,0
M0013,Everton,Mark Travers,GK,GK,True,90
M0013,Everton,Tom King,GK,GK,False,0
M0013,Everton,James Tarkowski,RB,DEF,True,90
M0013,Everton,Jarrad Branthwaite,CB,DEF,True,90
M0013,Everton,Michael Keane,CB,DEF,False,0
M0013,Everton,Jake O'Brien,LB,DEF,True,90
M0013,Everton,Vitalii Mykolenko,CB,DEF,False,0
M0013,Everton,Nathan Patterson,RB,DEF,False,0
M0013,Everton,Adam Aznou,LB,DEF,True,90
M0013,Everton,Kiernan Dewsbury-Hall,DM,MID,False,0
M0013,Everton,Iliman Ndiaye,CM,MID,True,90
M0013,Everton,James Garner,AM,MID,True,90
M0013,Everton,Tim Iroegbunam,RW,MID,False,0
M0013,Everton,Dwight McNeil,LW,MID,False,0
M0013,Everton,Tyrique George,CM,MID,False,0
M0013,Everton,Carlos Alcaraz Durán,AM,MID,True,90
M0013,Everton,Harrison Armstrong,DM,MID,True,90
M0013,Everton,Tyler Dibling,DM,MID,True,90
M0013,Everton,Merlin Röhl,CM,MID,False,0
M0013,Everton,Hayden Hackney,AM,MID,False,0
M0013,Everton,Norberto Bercique Gomes Betuncal,ST,FWD,True,90
M0013,Everton,Thierno Barry,RW,FWD,False,0
M0013,Brentford,Caoimhín Kelleher,GK,GK,False,0
M0013,Brentford,Hákon Rafn Valdimarsson,GK,GK,True,90
M0013,Brentford,Nathan Collins,RB,DEF,False,0
M0013,Brentford,Sepp van den Berg,CB,DEF,False,0
M0013,Brentford,Kristoffer Ajer,CB,DEF,False,0
M0013,Brentford,Michael Kayode,LB,DEF,True,90
M0013,Brentford,Rico Henry,CB,DEF,False,0
M0013,Brentford,Aaron Hickey,RB,DEF,False,0
M0013,Brentford,Ethan Pinnock,LB,DEF,True,90
M0013,Brentford,Kim Ji-soo,RB,DEF,True,90
M0013,Brentford,Jannik Schuster,CB,DEF,True,90
M0013,Brentford,Keane Lewis-Potter,DM,MID,True,90
M0013,Brentford,Kevin Schade,CM,MID,False,0
M0013,Brentford,Dango Ouattara,AM,MID,True,90
M0013,Brentford,Mikkel Damsgaard,RW,MID,False,0
M0013,Brentford,Mathias Jensen,LW,MID,True,90
M0013,Brentford,Vitaly Janelt,CM,MID,False,0
M0013,Brentford,Antoni Milambo,AM,MID,True,90
M0013,Brentford,Fábio Freitas Gouveia Carvalho,DM,MID,False,0
M0013,Brentford,Jordan Henderson,DM,MID,True,90
M0013,Brentford,Yehor Yarmoliuk,CM,MID,False,0
M0013,Brentford,Josh Dasilva,AM,MID,False,0
M0013,Brentford,Jaidon Anthony,RW,MID,False,0
M0013,Brentford,Igor Thiago Nascimento Rodrigues,ST,FWD,False,0
M0013,Brentford,Kaye Furo,RW,FWD,False,0
M0013,Brentford,Callum Wilson,LW,FWD,True,90
M0014,Sunderland,Robin Roefs,GK,GK,False,0
M0014,Sunderland,Anthony Patterson,GK,GK,False,0
M0014,Sunderland,Melker Ellborg,GK,GK,True,90
M0014,Sunderland,Daniel Ballard,RB,DEF,False,0
M0014,Sunderland,Nordi Mukiele,CB,DEF,False,0
M0014,Sunderland,Trai Hume,CB,DEF,True,90
M0014,Sunderland,Omar Alderete,LB,DEF,False,0
M0014,Sunderland,Reinildo Mandava,CB,DEF,True,90
M0014,Sunderland,Jenson Seelt,RB,DEF,False,0
M0014,Sunderland,Leo Fuhr Hjelde,LB,DEF,False,0
M0014,Sunderland,Luke O'Nien,RB,DEF,False,0
M0014,Sunderland,Arthur Masuaku,CB,DEF,True,90
M0014,Sunderland,Thomas Meunier,CB,DEF,True,90
M0014,Sunderland,Enzo Le Fée,DM,MID,True,90
M0014,Sunderland,Habib Diarra,CM,MID,False,0
M0014,Sunderland,Granit Xhaka,AM,MID,True,90
M0014,Sunderland,Noah Sadiki,RW,MID,False,0
M0014,Sunderland,Simon Adingra,LW,MID,False,0
M0014,Sunderland,Romaine Mundle,CM,MID,False,0
M0014,Sunderland,Chris Rigg,AM,MID,False,0
M0014,Sunderland,Chemsdine Talbi,DM,MID,True,90
M0014,Sunderland,Djiamgone Jocelin Ta Bi,DM,MID,True,90
M0014,Sunderland,Nilson Angulo,CM,MID,True,90
M0014,Sunderland,Brian Brobbey,ST,FWD,True,90
M0014,Sunderland,Wilson Isidor,RW,FWD,False,0
M0014,Newcastle,Nick Pope,GK,GK,True,90
M0014,Newcastle,Mark Gillespie,GK,GK,False,0
M0014,Newcastle,Ewen Jaouen,GK,GK,False,0
M0014,Newcastle,Malick Thiaw,RB,DEF,False,0
M0014,Newcastle,Fabian Schär,CB,DEF,True,90
M0014,Newcastle,Sven Botman,CB,DEF,True,90
M0014,Newcastle,Dan Burn,LB,DEF,False,0
M0014,Newcastle,Lewis Hall,CB,DEF,True,90
M0014,Newcastle,Tino Livramento,RB,DEF,True,90
M0014,Newcastle,Alex Murphy,LB,DEF,False,0
M0014,Newcastle,Bruno Guimarães Rodriguez Moura,DM,MID,False,0
M0014,Newcastle,Harvey Barnes,CM,MID,False,0
M0014,Newcastle,Anthony Elanga,AM,MID,True,90
M0014,Newcastle,Jacob Ramsey,RW,MID,True,90
M0014,Newcastle,Jacob Murphy,LW,MID,False,0
M0014,Newcastle,Joelinton Cássio Apolinário de Lira,CM,MID,True,90
M0014,Newcastle,Lewis Miley,AM,MID,True,90
M0014,Newcastle,Joe Willock,DM,MID,False,0
M0014,Newcastle,Bazoumana Touré,DM,MID,True,90
M0014,Newcastle,Sean Steur,CM,MID,False,0
M0014,Newcastle,Aladji Bamba,AM,MID,False,0
M0014,Newcastle,Nick Woltemade,ST,FWD,False,0
M0014,Newcastle,Yoane Wissa,RW,FWD,True,90
M0014,Newcastle,William Osula,LW,FWD,False,0
M0014,Newcastle,Sean Neave,ST,FWD,False,0
M0015,Man City,Gianluigi Donnarumma,GK,GK,False,0
M0015,Man City,James Trafford,GK,GK,True,90
M0015,Man City,Marcus Bettinelli,GK,GK,False,0
M0015,Man City,Nico O'Reilly,RB,DEF,False,0
M0015,Man City,Marc Guéhi,CB,DEF,True,90
M0015,Man City,Matheus Nunes,CB,DEF,False,0
M0015,Man City,Rúben dos Santos Gato Alves Dias,LB,DEF,False,0
M0015,Man City,Joško Gvardiol,CB,DEF,True,90
M0015,Man City,Rayan Aït-Nouri,RB,DEF,True,90
M0015,Man City,Abdukodir Khusanov,LB,DEF,False,0
M0015,Man City,Max Alleyne,RB,DEF,True,90
M0015,Man City,Rico Lewis,CB,DEF,False,0
M0015,Man City,Vitor de Oliveira Nunes dos Reis,CB,DEF,False,0
M0015,Man City,Jack Grealish,DM,MID,False,0
M0015,Man City,Antoine Semenyo,CM,MID,False,0
M0015,Man City,Phil Foden,AM,MID,True,90
M0015,Man City,Rayan Cherki,RW,MID,False,0
M0015,Man City,Jérémy Doku,LW,MID,True,90
M0015,Man City,Rodrigo 'Rodri' Hernandez Cascante,CM,MID,True,90
M0015,Man City,Sávio Moreira de Oliveira,AM,MID,False,0
M0015,Man City,Tijjani Reijnders,DM,MID,True,90
M0015,Man City,Nico González Iglesias,DM,MID,True,90
M0015,Man City,Mateo Kovačić,CM,MID,False,0
M0015,Man City,Claudio Echeverri,AM,MID,False,0
M0015,Man City,Kalvin Phillips,RW,MID,False,0
M0015,Man City,Divine Mukasa,LW,MID,False,0
M0015,Man City,Jeremy Monga,CM,MID,False,0
M0015,Man City,Elliot Anderson,AM,MID,False,0
M0015,Man City,Omar Marmoush,ST,FWD,False,0
M0015,Man City,Erling Haaland,RW,FWD,True,90
M0015,Liverpool,Alisson Becker,GK,GK,False,0
M0015,Liverpool,Giorgi Mamardashvili,GK,GK,False,0
M0015,Liverpool,Freddie Woodman,GK,GK,True,90
M0015,Liverpool,Armin Pecsi,GK,GK,False,0
M0015,Liverpool,Vitezslav Jaros,GK,GK,False,0
M0015,Liverpool,Harvey Davies,GK,GK,False,0
M0015,Liverpool,Virgil van Dijk,RB,DEF,True,90
M0015,Liverpool,Jeremie Frimpong,CB,DEF,False,0
M0015,Liverpool,Milos Kerkez,CB,DEF,False,0
M0015,Liverpool,Joe Gomez,LB,DEF,False,0
M0015,Liverpool,Conor Bradley,CB,DEF,True,90
M0015,Liverpool,Wellity Lucky,RB,DEF,False,0
M0015,Liverpool,Jeremy Jacquet,LB,DEF,False,0
M0015,Liverpool,Giovanni Leoni,RB,DEF,True,90
M0015,Liverpool,Kostas Tsimikas,CB,DEF,False,0
M0015,Liverpool,Calvin Ramsay,CB,DEF,True,90
M0015,Liverpool,Florian Wirtz,DM,MID,False,0
M0015,Liverpool,Cody Gakpo,CM,MID,False,0
M0015,Liverpool,Dominik Szoboszlai,AM,MID,False,0
M0015,Liverpool,Rio Ngumoha,RW,MID,False,0
M0015,Liverpool,Federico Chiesa,LW,MID,True,90
M0015,Liverpool,Ryan Gravenberch,CM,MID,True,90
M0015,Liverpool,Alexis Mac Allister,AM,MID,False,0
M0015,Liverpool,Curtis Jones,DM,MID,False,0
M0015,Liverpool,Endo Wataru,DM,MID,True,90
M0015,Liverpool,Trey Nyoni,CM,MID,False,0
M0015,Liverpool,Stefan Bajčetić Maquieira,AM,MID,False,0
M0015,Liverpool,Victor Munoz,RW,MID,False,0
M0015,Liverpool,James McConnell,LW,MID,True,90
M0015,Liverpool,Lewis Koumas,CM,MID,False,0
M0015,Liverpool,Harvey Elliott,AM,MID,True,90
M0015,Liverpool,Alexander Isak,ST,FWD,True,90
M0015,Liverpool,Hugo Ekitiké,RW,FWD,False,0
M0015,Liverpool,Jayden Danns,LW,FWD,False,0
M0016,Brentford,Caoimhín Kelleher,GK,GK,True,90
M0016,Brentford,Hákon Rafn Valdimarsson,GK,GK,False,0
M0016,Brentford,Nathan Collins,RB,DEF,True,90
M0016,Brentford,Sepp van den Berg,CB,DEF,True,90
M0016,Brentford,Kristoffer Ajer,CB,DEF,False,0
M0016,Brentford,Michael Kayode,LB,DEF,False,0
M0016,Brentford,Rico Henry,CB,DEF,False,0
M0016,Brentford,Aaron Hickey,RB,DEF,True,90
M0016,Brentford,Ethan Pinnock,LB,DEF,False,0
M0016,Brentford,Kim Ji-soo,RB,DEF,True,90
M0016,Brentford,Jannik Schuster,CB,DEF,False,0
M0016,Brentford,Keane Lewis-Potter,DM,MID,False,0
M0016,Brentford,Kevin Schade,CM,MID,False,0
M0016,Brentford,Dango Ouattara,AM,MID,True,90
M0016,Brentford,Mikkel Damsgaard,RW,MID,True,90
M0016,Brentford,Mathias Jensen,LW,MID,False,0
M0016,Brentford,Vitaly Janelt,CM,MID,False,0
M0016,Brentford,Antoni Milambo,AM,MID,False,0
M0016,Brentford,Fábio Freitas Gouveia Carvalho,DM,MID,True,90
M0016,Brentford,Jordan Henderson,DM,MID,False,0
M0016,Brentford,Yehor Yarmoliuk,CM,MID,True,90
M0016,Brentford,Josh Dasilva,AM,MID,True,90
M0016,Brentford,Jaidon Anthony,RW,MID,False,0
M0016,Brentford,Igor Thiago Nascimento Rodrigues,ST,FWD,False,0
M0016,Brentford,Kaye Furo,RW,FWD,False,0
M0016,Brentford,Callum Wilson,LW,FWD,True,90
M0016,Spurs,Guglielmo Vicario,GK,GK,False,0
M0016,Spurs,Brandon Austin,GK,GK,True,90
M0016,Spurs,Antonín Kinský,GK,GK,False,0
M0016,Spurs,Martin Dubravka,GK,GK,False,0
M0016,Spurs,Jan Paul van Hecke,RB,DEF,False,0
M0016,Spurs,Marcos Senesi Barón,CB,DEF,True,90
M0016,Spurs,Pedro Porro Sauceda,CB,DEF,False,0
M0016,Spurs,Cristian Romero,LB,DEF,False,0
M0016,Spurs,Kevin Danso,CB,DEF,False,0
M0016,Spurs,Andrew Robertson,RB,DEF,True,90
M0016,Spurs,Micky van de Ven,LB,DEF,False,0
M0016,Spurs,Djed Spence,RB,DEF,False,0
M0016,Spurs,Destiny Udogie,CB,DEF,True,90
M0016,Spurs,Ashley Phillips,CB,DEF,False,0
M0016,Spurs,Ben Davies,LB,DEF,False,0
M0016,Spurs,Jun'ai Byfield,CB,DEF,False,0
M0016,Spurs,James Rowswell,RB,DEF,False,0
M0016,Spurs,João Victor de Souza Menezes,LB,DEF,True,90
M0016,Spurs,Sandro Tonali,DM,MID,False,0
M0016,Spurs,Mohammed Kudus,CM,MID,False,0
M0016,Spurs,Xavi Simons,AM,MID,False,0
M0016,Spurs,Mathys Tel,RW,MID,False,0
M0016,Spurs,James Maddison,LW,MID,False,0
M0016,Spurs,Rodrigo Bentancur,CM,MID,True,90
M0016,Spurs,Wilson Odobert,AM,MID,True,90
M0016,Spurs,Pape Matar Sarr,DM,MID,True,90
M0016,Spurs,Conor Gallagher,DM,MID,False,0
M0016,Spurs,Lucas Bergvall,CM,MID,True,90
M0016,Spurs,Dejan Kulusevski,AM,MID,False,0
M0016,Spurs,Archie Gray,RW,MID,True,90
M0016,Spurs,Mikey Moore,LW,MID,False,0
M0016,Spurs,Callum Olusesi,CM,MID,False,0
M0016,Spurs,Mateus Fernandes,AM,MID,False,0
M0016,Spurs,Dominic Solanke-Mitchell,ST,FWD,False,0
M0016,Spurs,Richarlison de Andrade,RW,FWD,True,90
M0016,Spurs,Dane Scarlett,LW,FWD,False,0
M0017,Coventry City,Oliver Dovin,GK,GK,True,90
M0017,Coventry City,Ben Wilson,GK,GK,False,0
M0017,Coventry City,Bobby Thomas,RB,DEF,False,0
M0017,Coventry City,Liam Kitching,CB,DEF,True,90
M0017,Coventry City,Milan van Ewijk,CB,DEF,True,90
M0017,Coventry City,Jay Dasilva,LB,DEF,True,90
M0017,Coventry City,Kaine Kesler-Hayden,CB,DEF,False,0
M0017,Coventry City,Jake Bidwell,RB,DEF,False,0
M0017,Coventry City,Joel Latibeaudiere,LB,DEF,False,0
M0017,Coventry City,Luke Woolfenden,RB,DEF,False,0
M0017,Coventry City,Miguel Brau,CB,DEF,False,0
M0017,Coventry City,Aurèle Amenda,CB,DEF,True,90
M0017,Coventry City,Frank Onyeka,DM,MID,True,90
M0017,Coventry City,Jack Rudoni,CM,MID,True,90
M0017,Coventry City,Matt Grimes,AM,MID,False,0
M0017,Coventry City,Tatsuhiro Sakamoto,RW,MID,True,90
M0017,Coventry City,Ephron Mason-Clark,LW,MID,True,90
M0017,Coventry City,Josh Eccles,CM,MID,False,0
M0017,Coventry City,Victor Torp,AM,MID,False,0
M0017,Coventry City,George Shepherd,DM,MID,True,90
M0017,Coventry City,Loum Tchaouna,DM,MID,False,0
M0017,Coventry City,Raphael Borges Rodrigues,CM,MID,False,0
