team,player,fpl_position,synthetic_demo_position,source,season
Hull City,Óscar Zambrano,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Hull City,David Akintola,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Hull City,Darko Gyabi,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Hull City,Hidemasa Morita,MID,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Hull City,Oli McBurnie,FWD,ST,Official Fantasy Premier League bootstrap-static API,2026/27
Hull City,Enis Destan,FWD,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Hull City,Mason Burstow,FWD,LW,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Christian Walton,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Alex Palmer,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,David Button,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Kayne van Oevelen,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Kjell Scherpen,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Issa Diop,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Cédric Kipré,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Dara O'Shea,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Leif Davis,DEF,LB,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Jacob Greaves,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Ben Johnson,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Darnell Furlong,DEF,LB,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Marcelino Núñez,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Azor Matusiwa,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Wes Burns,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Jack Taylor,MID,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Jack Clarke,MID,LW,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Chiedozie Ogbene,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Abdul Fatawu,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Jaden Philogene,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Sam Szmodics,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Kasey McAteer,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Anis Mehmeti,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Daizen Maeda,MID,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Emersonn Correia da Silva,FWD,ST,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,George Hirst,FWD,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Chuba Akpom,FWD,LW,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Sindre Walle Egeli,FWD,ST,Official Fantasy Premier League bootstrap-static API,2026/27
Ipswich Town,Ali Al-Hamadi,FWD,ST,Official Fantasy Premier League bootstrap-static API,2026/27
Leeds,Lucas Estella Perri,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Leeds,Jaka Bijol,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Leeds,Joe Rodon,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Leeds,Jayden Bogle,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Leeds,Gabriel Gudmundsson,DEF,LB,Official Fantasy Premier League bootstrap-static API,2026/27
Leeds,James Justin,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Leeds,Sebastiaan Bornauw,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Leeds,Tarik Muharemović,DEF,LB,Official Fantasy Premier League bootstrap-static API,2026/27
Leeds,Harry Wilson,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Leeds,Anton Stach,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Leeds,Noah Okafor,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Leeds,Brenden Aaronson,MID,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Leeds,Ethan Ampadu,MID,LW,Official Fantasy Premier League bootstrap-static API,2026/27
Leeds,Sean Longstaff,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Leeds,Joe Gelhardt,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Leeds,Wilfried Gnonto,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Leeds,Jack Harrison,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Leeds,Daniel James,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Leeds,Ilia Gruev,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Leeds,Tanaka Ao,MID,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Leeds,Dominic Calvert-Lewin,FWD,ST,Official Fantasy Premier League bootstrap-static API,2026/27
Leeds,Lukas Nmecha,FWD,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Leeds,Joël Piroe,FWD,LW,Official Fantasy Premier League bootstrap-static API,2026/27
Leeds,Mateo Joseph Fernández-Regatillo,FWD,ST,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Alisson Becker,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Giorgi Mamardashvili,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Freddie Woodman,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Armin Pecsi,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Vitezslav Jaros,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Harvey Davies,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Virgil van Dijk,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Jeremie Frimpong,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Milos Kerkez,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Joe Gomez,DEF,LB,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Conor Bradley,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Wellity Lucky,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Jeremy Jacquet,DEF,LB,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Giovanni Leoni,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Kostas Tsimikas,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Calvin Ramsay,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Florian Wirtz,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Cody Gakpo,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Dominik Szoboszlai,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Rio Ngumoha,MID,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Federico Chiesa,MID,LW,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Ryan Gravenberch,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Alexis Mac Allister,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Curtis Jones,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Endo Wataru,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Trey Nyoni,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Stefan Bajčetić Maquieira,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Victor Munoz,MID,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,James McConnell,MID,LW,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Lewis Koumas,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Harvey Elliott,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Alexander Isak,FWD,ST,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Hugo Ekitiké,FWD,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Liverpool,Jayden Danns,FWD,LW,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Gianluigi Donnarumma,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,James Trafford,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Marcus Bettinelli,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Nico O'Reilly,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Marc Guéhi,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Matheus Nunes,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Rúben dos Santos Gato Alves Dias,DEF,LB,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Joško Gvardiol,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Rayan Aït-Nouri,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Abdukodir Khusanov,DEF,LB,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Max Alleyne,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Rico Lewis,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Vitor de Oliveira Nunes dos Reis,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Jack Grealish,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Antoine Semenyo,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Phil Foden,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Rayan Cherki,MID,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Jérémy Doku,MID,LW,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Rodrigo 'Rodri' Hernandez Cascante,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Sávio Moreira de Oliveira,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Tijjani Reijnders,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Nico González Iglesias,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Mateo Kovačić,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Claudio Echeverri,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Kalvin Phillips,MID,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Divine Mukasa,MID,LW,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Jeremy Monga,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Elliot Anderson,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Omar Marmoush,FWD,ST,Official Fantasy Premier League bootstrap-static API,2026/27
Man City,Erling Haaland,FWD,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Karl Darlow,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Senne Lammens,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Altay Bayındır,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Tom Heaton,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Matthijs de Ligt,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Diogo Dalot Teixeira,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Harry Maguire,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Lisandro Martínez,DEF,LB,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Leny Yoro,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Ayden Heaven,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Noussair Mazraoui,DEF,LB,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Luke Shaw,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Harry Amass,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Tyler Fredricson,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Youri Tielemans,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Andrey Nascimento dos Santos,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Patrick Dorgu,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Bruno Borges Fernandes,MID,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Bryan Mbeumo,MID,LW,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Matheus Santos Carneiro da Cunha,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Marcus Rashford,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Mason Mount,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Amad Diallo,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Kobbie Mainoo,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Manuel Ugarte Ribeiro,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Jack Fletcher,MID,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Shea Lacey,MID,LW,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Toby Collyer,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Bendito Mantato,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Tyler Fletcher,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Benjamin Sesko,FWD,ST,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Joshua Zirkzee,FWD,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Man Utd,Chido Obi,FWD,LW,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,Nick Pope,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,Mark Gillespie,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,Ewen Jaouen,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,Malick Thiaw,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,Fabian Schär,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,Sven Botman,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,Dan Burn,DEF,LB,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,Lewis Hall,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,Tino Livramento,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,Alex Murphy,DEF,LB,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,Bruno Guimarães Rodriguez Moura,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,Harvey Barnes,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,Anthony Elanga,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,Jacob Ramsey,MID,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,Jacob Murphy,MID,LW,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,Joelinton Cássio Apolinário de Lira,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,Lewis Miley,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,Joe Willock,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,Bazoumana Touré,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,Sean Steur,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,Aladji Bamba,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,Nick Woltemade,FWD,ST,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,Yoane Wissa,FWD,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,William Osula,FWD,LW,Official Fantasy Premier League bootstrap-static API,2026/27
Newcastle,Sean Neave,FWD,ST,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Matz Sels,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,John Victor Maciel Furtado,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Neco Williams,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Felipe Rodrigues da Silva,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Nikola Milenković,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Murillo Costa dos Santos,DEF,LB,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Ola Aina,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Jair Paula da Cunha Filho,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Nicolò Savona,DEF,LB,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Omar Richards,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Zach Abbott,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Luca Netz,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Tyler Bindon,DEF,LB,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Morgan Gibbs-White,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Callum Hudson-Odoi,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Dan Ndoye,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Omari Hutchinson,MID,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Dilane Bakwa,MID,LW,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,James McAtee,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Nicolás Domínguez,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Ibrahim Sangaré,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Ryan Yates,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Xaver Schlager,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Chris Wood,FWD,ST,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Igor Jesus Maciel da Cruz,FWD,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Taiwo Awoniyi,FWD,LW,Official Fantasy Premier League bootstrap-static API,2026/27
Nott'm Forest,Arnaud Kalimuendo,FWD,ST,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Guglielmo Vicario,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Brandon Austin,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Antonín Kinský,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Martin Dubravka,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Jan Paul van Hecke,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Marcos Senesi Barón,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Pedro Porro Sauceda,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Cristian Romero,DEF,LB,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Kevin Danso,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Andrew Robertson,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Micky van de Ven,DEF,LB,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Djed Spence,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Destiny Udogie,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Ashley Phillips,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Ben Davies,DEF,LB,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Jun'ai Byfield,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,James Rowswell,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,João Victor de Souza Menezes,DEF,LB,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Sandro Tonali,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Mohammed Kudus,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Xavi Simons,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Mathys Tel,MID,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,James Maddison,MID,LW,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Rodrigo Bentancur,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Wilson Odobert,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Pape Matar Sarr,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Conor Gallagher,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Lucas Bergvall,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Dejan Kulusevski,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Archie Gray,MID,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Mikey Moore,MID,LW,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Callum Olusesi,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Mateus Fernandes,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Dominic Solanke-Mitchell,FWD,ST,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Richarlison de Andrade,FWD,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Spurs,Dane Scarlett,FWD,LW,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Robin Roefs,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Anthony Patterson,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Melker Ellborg,GK,GK,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Daniel Ballard,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Nordi Mukiele,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Trai Hume,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Omar Alderete,DEF,LB,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Reinildo Mandava,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Jenson Seelt,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Leo Fuhr Hjelde,DEF,LB,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Luke O'Nien,DEF,RB,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Arthur Masuaku,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Thomas Meunier,DEF,CB,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Enzo Le Fée,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Habib Diarra,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Granit Xhaka,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Noah Sadiki,MID,RW,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Simon Adingra,MID,LW,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Romaine Mundle,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Chris Rigg,MID,AM,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Chemsdine Talbi,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Djiamgone Jocelin Ta Bi,MID,DM,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Nilson Angulo,MID,CM,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Brian Brobbey,FWD,ST,Official Fantasy Premier League bootstrap-static API,2026/27
Sunderland,Wilson Isidor,FWD,RW,Official Fantasy Premier League bootstrap-static API,2026/27
